1	180.2018
2	195.1734
3	166.1603
4	192.1943
5	194.2963
6	222.2649
7	218.2746
8	162.2114
9	165.1954
10	162.2114
11	235.2804
12	196.6564
13	243.2841
14	197.2373
15	158.1796
16	191.2095
17	202.2322
18	138.1469
19	126.1793
20	253.7078
21	202.1924
22	148.1848
23	176.238
24	125.1084
25	172.2062
26	184.2154
27	115.1136
28	192.2125
29	295.3803
30	195.1903
31	222.2385
32	115.1136
33	170.1391
34	271.2182
35	170.1391
36	246.245
37	180.2697
38	265.7416
39	225.2291
40	220.0701
41	177.1998
42	205.2593
43	207.1659
44	154.2324
45	235.219
46	212.6128
47	213.2581
48	250.2966
49	187.2208
50	169.2272
51	177.183
52	225.2688
53	219.2858
54	128.1521
55	176.2165
56	223.2945
57	156.1886
58	176.238
59	183.2107
60	190.2215
61	285.3176
62	216.2804
63	249.0352
64	176.1949
65	140.2059
66	221.2538
67	217.2468
68	219.2858
69	256.3458
70	212.6128
71	231.2472
72	270.1287
73	180.2018
74	166.1753
75	196.6564
76	301.7722
77	169.204
78	208.121
79	217.2899
80	171.1784
81	253.2509
82	181.2147
83	307.391
84	192.2804
85	212.2519
86	176.238
87	190.2431
88	130.168
89	232.2582
90	190.2431
91	183.2306
92	257.3338
93	289.3095
94	198.6293
95	251.3277
96	129.1402
97	169.204
98	179.1558
99	190.1817
100	224.2395
101	159.1677
102	307.7999
103	205.2361
104	233.2893
105	168.259
106	195.2413
107	152.1487
108	196.6134
109	141.174
110	183.2306
111	182.6299
112	162.2114
113	292.3366
114	178.1677
115	267.3271
116	198.2684
117	317.3858
118	247.0578
119	213.2566
120	196.6564
121	235.2604
122	139.135
123	226.0699
124	152.1487
125	170.1391
126	168.259
127	154.2324
128	166.1753
129	207.2089
130	126.1793
131	193.6127
132	260.0548
133	193.1824
134	156.2053
135	214.1486
136	228.2264
137	220.2077
138	213.2367
139	180.2498
140	218.1556
141	190.2215
142	210.6616
143	203.0483
144	245.3
145	205.2593
146	126.1362
147	266.339
148	157.1933
149	252.2909
150	233.2678
151	199.23
152	184.2154
153	168.2391
154	198.2419
155	157.1933
156	191.2095
157	223.2514
158	142.1787
159	226.2752
160	222.1805
161	186.5937
162	269.2056
163	190.2417
164	184.2169
165	241.1074
166	202.1562
167	165.1643
168	151.1887
169	152.1768
170	213.2367
171	182.6299
172	214.6469
173	257.2676
174	203.0483
175	126.1793
176	192.1943
177	176.238
178	238.2859
179	179.1909
180	231.2965
181	237.3011
182	168.259
183	241.1074
184	246.2847
185	238.266
186	246.3278
187	260.3113
188	212.6558
189	128.109
190	207.2951
191	152.1735
192	233.2893
193	183.2044
194	179.2419
195	259.3004
196	213.6008
197	180.2018
198	169.204
199	211.628
200	172.1833
201	248.3208
202	180.2018
203	148.1848
204	231.0447
205	241.654
206	205.2361
207	148.1848
208	164.1842
209	207.2089
210	166.2001
211	259.3066
212	230.2853
213	239.2954
214	140.2059
215	217.2038
216	162.2114
217	191.2095
218	242.2993
219	237.3011
220	251.3476
221	233.3124
222	154.2324
223	219.2858
224	177.183
225	205.2593
226	164.1842
227	217.2899
228	287.2607
229	154.1665
230	166.2034
231	228.2728
232	197.2572
233	152.1735
234	192.1943
235	141.194
236	219.2196
237	260.3113
238	260.0548
239	220.2044
240	192.2207
241	192.1943
242	222.2816
243	168.2391
244	211.628
245	194.2764
246	190.2431
247	150.1576
248	245.3431
249	176.1949
250	251.3476
251	165.2154
252	210.683
253	230.2625
254	208.2038
255	180.2697
256	158.2012
257	139.135
258	212.2701
259	166.2034
260	169.204
261	188.2487
262	205.1931
263	148.1848
264	196.1582
265	212.2486
266	244.3152
267	166.2034
268	167.1881
269	243.2841
270	270.2846
271	211.628
272	203.0483
273	195.1982
274	182.2428
275	223.2945
276	207.252
277	169.5913
278	188.2487
279	178.1677
280	222.2666
281	146.1689
282	166.2431
283	192.2605
284	167.2481
285	168.2391
286	146.1689
287	229.2608
288	234.1732
289	208.1937
290	212.2486
291	176.238
292	194.2284
293	192.1943
294	193.1824
295	281.3537
296	223.3176
297	255.3363
298	180.2018
299	198.2419
300	190.2645
301	162.2114
302	141.1509
303	165.2153
304	239.2739
305	231.2965
306	173.1943
307	169.204
308	217.2468
309	182.6299
310	245.3
311	180.2498
312	225.3103
313	220.3336
314	142.1787
315	259.2075
316	141.1509
317	142.1621
318	142.2217
319	186.5937
320	151.1887
321	201.2044
322	155.1774
323	192.1943
324	236.2932
325	231.1015
326	220.3336
327	194.2963
328	166.1753
329	127.1243
330	212.2189
331	206.2209
332	183.2737
333	182.6299
334	190.1986
335	217.2468
336	157.1933
337	193.1824
338	219.2196
339	186.5937
340	295.3803
341	204.2911
342	183.1115
343	148.1848
344	145.1396
345	232.2366
346	196.6564
347	198.222
348	154.2324
349	264.2585
350	194.2764
351	278.757
352	226.2752
353	176.238
354	205.1931
355	198.2022
356	233.1086
357	285.3176
358	223.2977
359	212.2486
360	216.2588
361	182.1665
362	213.2367
363	202.1562
364	218.2779
365	176.238
366	135.1463
