367	237.321
368	210.3188
369	248.2609
370	233.2847
371	182.6299
372	212.2456
373	241.1074
374	263.2891
375	212.2701
376	220.2676
377	204.2314
378	237.7084
379	221.2587
380	205.2593
381	260.0548
382	246.3082
383	180.2018
384	269.7254
385	225.2904
386	179.1909
387	197.1462
388	234.3204
389	177.183
390	177.1998
391	254.3254
392	205.1931
393	174.2221
394	302.2137
395	205.2593
396	194.2565
397	247.6817
398	168.2391
399	226.6394
400	245.3
401	248.3271
402	194.2963
403	245.3216
404	183.1548
405	232.2582
406	295.3803
407	259.3066
408	205.2395
409	192.2374
410	299.2915
411	231.3165
412	233.1904
413	165.1723
414	143.1667
415	205.2099
416	203.0483
417	227.2632
418	212.2486
419	237.3011
420	307.391
421	168.6033
422	177.1998
423	169.5913
424	183.1548
425	202.1562
426	179.1909
427	182.2425
428	202.2752
429	245.2041
430	226.0699
431	198.2419
432	240.2042
433	142.1787
434	258.0518
435	202.6842
436	256.3259
437	162.2114
438	241.2898
439	184.2418
440	240.6659
441	168.196
442	281.3537
443	261.3458
444	282.7059
445	230.2093
446	233.3124
447	231.2965
448	128.1952
449	243.241
450	165.1643
451	126.1793
452	225.2904
453	202.1924
454	161.2004
455	191.1834
456	229.2608
457	193.1824
458	162.2114
459	176.1949
460	213.0543
461	149.1729
462	173.1943
463	244.3335
464	202.1924
465	218.063
466	206.2209
467	157.1933
468	226.6394
469	116.0983
470	216.2157
471	187.2377
472	196.6564
473	155.2006
474	231.1015
475	178.2538
476	220.2475
477	223.3176
478	225.2688
479	135.1463
480	246.2847
481	142.2217
482	150.1576
483	130.1249
484	193.2486
485	169.204
486	263.3384
487	247.3159
488	139.178
489	228.2728
490	303.308
491	191.2095
492	258.3601
493	168.259
494	278.3314
495	208.2038
496	154.2125
497	189.2105
498	225.6777
499	192.1714
500	211.2838
501	176.238
502	215.2309
503	268.287
504	228.2728
505	197.2572
506	165.1723
507	201.2044
508	217.2637
509	173.1943
510	235.6527
511	229.1984
512	275.326
513	240.2988
514	213.0543
515	125.1515
516	168.6033
517	142.1787
518	252.2942
519	218.2316
520	188.6576
521	221.2587
522	181.1717
523	257.3276
524	191.2095
525	196.6134
526	247.1537
527	254.3085
528	217.2468
529	150.1609
530	223.2745
531	177.2031
532	252.3125
533	257.7627
534	221.2355
535	162.1885
536	219.2858
537	389.1905
538	218.063
539	192.1943
540	162.2114
541	137.1622
542	291.3269
543	200.2594
544	198.6293
545	205.177
546	221.2538
547	239.3107
548	217.2468
549	264.2523
550	247.4993
551	208.2569
552	259.3266
553	219.2858
554	182.2856
555	259.3467
556	190.2645
557	293.3614
558	205.2361
559	220.2044
560	208.2831
561	132.7862
562	193.2685
563	134.1798
564	206.2209
565	151.1457
566	258.2908
567	246.6937
568	204.2481
569	154.2096
570	152.1304
571	173.2111
572	192.2407
573	212.6128
574	219.2627
575	181.2379
576	185.2465
577	171.1937
578	190.2645
579	237.2982
580	185.205
581	183.2537
582	271.0904
583	242.2993
584	192.2804
585	191.2095
586	157.1933
587	269.3247
588	217.2899
589	231.3165
590	213.6008
591	233.3095
592	232.2366
593	204.2514
594	140.123
595	259.3266
596	180.2018
597	227.2832
598	129.1402
599	168.259
600	249.2856
601	182.2657
602	262.3076
603	231.1015
604	213.275
605	263.2904
606	219.2627
607	251.3476
608	152.1506
609	205.2361
610	278.3497
611	240.325
612	261.0844
613	212.6128
614	213.6008
615	263.2924
616	169.2471
617	269.0778
618	206.2209
619	248.6912
620	183.2306
621	183.2107
622	164.1842
623	249.2456
624	198.2419
625	149.1729
626	207.2089
627	156.2053
628	195.1734
629	168.216
630	227.0809
631	157.1933
632	245.3431
633	183.0156
634	231.3165
635	241.0644
636	218.2734
637	248.2609
638	169.204
639	166.2431
640	257.3276
641	140.2059
642	245.3385
643	166.1753
644	271.3144
645	220.2475
646	270.3263
647	170.1391
648	221.3186
649	126.1793
650	284.396
651	154.1134
652	273.2543
653	168.2391
654	183.2309
655	240.2988
656	244.3321
657	244.3122
658	154.2324
659	179.2419
660	269.3247
661	225.2688
662	260.2898
663	275.3461
664	152.1768
665	197.2373
666	204.2697
667	206.2444
668	214.0423
669	217.2468
670	178.1677
671	259.3497
672	165.1643
673	141.1509
674	247.248
675	159.1677
676	258.3372
677	176.238
678	190.2645
679	301.7722
680	285.2617
681	266.339
682	192.1714
683	319.7626
684	301.3155
685	134.1582
686	206.2411
687	234.274
688	230.3055
689	219.2829
690	242.1803
691	195.2582
692	209.2231
693	263.2924
694	189.1937
695	222.2835
696	191.2095
697	267.3639
698	252.3125
699	281.3938
700	168.6033
701	257.3492
702	178.2108
703	235.2823
704	253.3005
705	204.2252
706	165.2322
707	246.288
708	225.3106
709	247.1352
710	265.1793
711	285.3176
712	236.3332
713	182.1597
714	246.3082
715	231.1015
716	232.2783
717	130.1249
718	211.2609
719	118.7596
720	210.2298
721	280.3427
722	217.2468
723	284.2769
724	307.391
725	276.3971
726	242.2993
727	249.3287
728	273.3548
729	321.4146
730	231.3165
731	209.2848
732	192.1943
733	230.3055
734	205.2577
735	273.3534
736	160.1955
737	205.2113
738	212.227
739	184.1657
740	219.2829
741	224.2775
742	259.3037
743	259.322
744	260.3348
745	140.123
746	208.2139
747	243.2081
748	217.2853
749	283.3251
750	247.293
751	288.3632
752	215.2511
753	227.2618
754	203.0483
755	251.2454
756	182.6299
757	248.2017
758	253.2509
759	223.3146
760	170.2152
761	167.205
762	227.0809
763	277.319
764	169.204
765	220.2709
766	235.2621
767	205.2563
768	182.1965
769	231.3119
770	306.6944
771	232.2999
772	237.2551
773	217.2899
774	233.2664
775	140.0868
776	215.1718
777	237.7084
778	244.289
779	231.3165
780	318.2156
781	259.3497
782	274.315
783	243.301
784	180.2697
785	302.4112
786	212.2685
787	259.3004
788	264.3232
789	198.2191
790	180.179
791	260.3146
792	179.1909
793	326.3136
794	140.2059
795	236.2902
796	126.1793
797	257.1916
798	205.2395
799	203.2587
800	228.3125
801	251.7349
802	183.2306
803	238.3091
804	226.2738
805	166.1603
806	208.303
807	177.226
808	285.2031
809	271.2613
810	258.2908
811	301.3635
812	272.3253
813	233.3095
814	244.289
815	127.1674
816	194.2535
817	208.2569
818	141.1509
819	271.2613
820	126.0998
821	233.3095
822	171.2199
823	265.3513
824	173.1943
825	252.3095
826	143.1667
827	313.1472
828	193.1824
829	273.2543
830	207.2321
831	301.3404
832	230.2391
833	277.362
834	231.2965
835	212.2719
836	196.6564
837	303.3066
838	233.2462
839	140.2059
840	234.231
841	261.2994
842	219.2829
843	261.2994
844	166.1772
845	192.2178
846	258.3156
847	249.2456
848	239.3107
849	308.3776
850	172.2047
851	226.2738
852	273.1415
853	276.3061
854	167.1451
855	243.3226
856	198.2419
857	275.3891
858	250.6278
859	219.2365
860	233.3124
861	192.2178
862	153.2046
863	207.2689
864	198.1923
865	240.3003
866	245.3231
867	181.2578
868	195.2582
869	217.2468
870	196.2462
871	167.1881
872	252.3326
873	215.1718
874	182.2657
875	251.735
876	143.1667
877	216.3018
878	272.3638
879	261.3225
880	211.2576
881	250.3598
882	195.1734
883	219.2829
884	192.1943
885	234.2975
886	205.2361
887	313.3908
888	259.3066
889	219.2829
890	270.2846
891	205.2563
892	256.079
893	231.2903
894	281.3552
895	241.2884
896	202.2752
897	191.1834
898	249.332
899	217.2899
900	221.2988
901	191.2095
902	205.2961
903	197.1462
904	246.3082
905	143.1667
906	228.2466
907	203.2633
908	307.3351
909	169.5913
910	201.2245
911	155.2006
912	219.2829
913	302.3251
914	182.6299
915	207.2291
916	209.2231
917	197.2741
918	219.2412
919	233.2893
920	303.308
921	273.2543
922	221.1925
923	290.3046
924	220.3137
925	241.2884
926	267.3486
927	241.2884
928	162.2114
929	238.3323
930	168.1931
931	218.2746
932	283.3251
933	250.318
934	324.301
935	138.19
936	204.2514
937	217.2899
938	152.1506
939	294.351
940	176.238
941	272.3638
942	142.1787
943	194.1772
944	206.307
945	250.2688
946	256.306
947	193.2025
948	231.3165
949	328.3624
950	235.3052
951	279.2918
952	162.1683
953	345.4161
954	235.219
955	287.2808
956	191.2327
957	243.301
958	227.2632
959	220.2475
960	206.2209
